id	start	end	gene	dist
ENSMUST00000021649.7	42	1403	Acot2	1361
ENSMUST00000021652.4	133	1398	Acot4	1265
ENSMUST00000021653.7	757	2055	Acot3	1298
ENSMUST00000021659.1	77	1846	Fam161b	1769
ENSMUST00000021661.12	84	1514	Coq6	1430
ENSMUST00000021666.5	51	1871	Abcd4	1820
ENSMUST00000021667.6	51	515	Isca2	464
ENSMUST00000021668.9	286	735	Npc2	449
ENSMUST00000021669.14	67	663	Fcf1	596
ENSMUST00000021670.14	139	6558	Ylpm1	6419
ENSMUST00000021674.6	151	1293	Fos	1142
ENSMUST00000021676.11	81	503	Erg28	422
ENSMUST00000021681.3	1289	2416	Vash1	1127
ENSMUST00000021682.8	68	2071	Angel1	2003
ENSMUST00000021684.5	66	1568	Cyp46a1	1502
ENSMUST00000021685.7	142	2517	Hhipl1	2375
ENSMUST00000021691.5	74	1045	Degs2	971
ENSMUST00000021692.8	441	1685	Yy1	1244
ENSMUST00000021693.3	199	1119	Slc25a29	920
ENSMUST00000021698.12	139	2340	Hsp90aa1	2201
ENSMUST00000021706.10	269	1972	Traf3	1703
ENSMUST00000021707.7	28	1404	Amn	1376
ENSMUST00000021715.5	122	1171	Xrcc3	1049
ENSMUST00000021719.6	55	231	Atp5mpl	176
ENSMUST00000021728.11	289	816	Siva1	527
ENSMUST00000021729.8	147	1295	Gpr132	1148
ENSMUST00000021734.8	431	658	Gng4	227
ENSMUST00000021750.14	500	15400	Ryr2	14900
ENSMUST00000021757.4	282	2006	Aoah	1724
ENSMUST00000021761.12	565	2106	Trim27	1541
ENSMUST00000021769.15	80	1558	Slc17a4	1478
ENSMUST00000021770.7	182	1012	Scgn	830
ENSMUST00000021772.3	136	1440	Mrs2	1304
ENSMUST00000021773.12	317	2845	Gpld1	2528
ENSMUST00000021779.7	62	745	Prl4a1	683
ENSMUST00000021784.9	103	1455	Irf4	1352
ENSMUST00000021785.7	103	2877	Exoc2	2774
ENSMUST00000021790.6	144	488	Tmem14c	344
ENSMUST00000021791.7	230	1744	Gcm2	1514
ENSMUST00000021793.14	49	927	Elovl2	878
ENSMUST00000021794.13	290	2791	Nedd9	2501
ENSMUST00000021796.8	420	1028	Edn1	608
ENSMUST00000021797.8	208	1089	Tbc1d7	881
ENSMUST00000021800.5	36	1058	Mcur1	1022
ENSMUST00000021802.15	366	1796	Cap2	1430
ENSMUST00000021803.9	468	4856	Nup153	4388
ENSMUST00000021806.10	164	886	Tpmt	722
ENSMUST00000021807.12	128	1270	Dek	1142
ENSMUST00000021810.2	271	756	Id4	485
ENSMUST00000021813.4	120	884	Barx1	764
ENSMUST00000021817.9	98	1714	Ippk	1616
ENSMUST00000021818.8	97	957	Cenpp	860
ENSMUST00000021820.13	255	1376	Aspn	1121
ENSMUST00000021822.6	152	1048	Ogn	896
ENSMUST00000021824.7	166	3663	Nol8	3497
ENSMUST00000021828.5	302	772	Nxnl2	470
ENSMUST00000021832.6	201	2183	Wrnip1	1982
ENSMUST00000021834.10	107	1234	Serpinb1c	1127
ENSMUST00000021837.9	36	1199	Serpinb9c	1163
ENSMUST00000021843.12	214	909	Nqo2	695
ENSMUST00000021844.14	401	2371	Ripk1	1970
ENSMUST00000021853.11	79	1032	Eci3	953
ENSMUST00000021860.6	232	720	Ly86	488
ENSMUST00000021866.9	467	2170	Riok1	1703
ENSMUST00000021870.11	219	1460	Slc35b3	1241
ENSMUST00000021880.9	95	508	Ctla2a	413
ENSMUST00000021884.9	145	486	Ctla2b	341
ENSMUST00000021888.8	76	1107	Ctsq	1031
ENSMUST00000021889.5	138	1142	Ctsr	1004
ENSMUST00000021890.4	83	1087	Cts6	1004
ENSMUST00000021891.4	95	1096	Cts8	1001
ENSMUST00000021892.6	249	1244	Cts7	995
ENSMUST00000021900.13	534	3119	Sema4d	2585
ENSMUST00000021903.2	103	582	Gadd45g	479
ENSMUST00000021907.8	126	1145	Fbp2	1019
ENSMUST00000021913.15	21	965	Auh	944
ENSMUST00000021918.8	248	3082	Ror2	2834
ENSMUST00000021920.7	49	1470	Sptlc1	1421
ENSMUST00000021921.10	216	4520	Ptch1	4304
ENSMUST00000021922.9	365	1168	Msx2	803
ENSMUST00000021929.9	118	1356	Habp4	1238
ENSMUST00000021930.9	76	1044	Sfxn1	968
ENSMUST00000021932.5	519	1859	Drd1	1340
ENSMUST00000021933.7	83	1087	Ctsl	1004
ENSMUST00000021939.7	283	1323	Cdk20	1040
ENSMUST00000021940.7	195	1271	Lman2	1076
ENSMUST00000021941.7	92	712	Mxd3	620
ENSMUST00000021942.7	1691	2344	Prelid1	653
ENSMUST00000021948.14	26	1819	F12	1793
ENSMUST00000021950.14	164	2284	Dbn1	2120
ENSMUST00000021958.5	6	416	Pcbd2	410
ENSMUST00000021959.10	129	1163	Txndc15	1034
ENSMUST00000021961.11	95	1282	Catsper3	1187
ENSMUST00000021963.4	87	971	Caml	884
ENSMUST00000021968.6	486	1433	Pitx1	947
ENSMUST00000021970.10	379	678	Cxcl14	299
ENSMUST00000021971.5	136	1056	Slc25a48	920
ENSMUST00000021990.3	679	2100	Ptdss1	1421
ENSMUST00000021991.10	175	1413	Mterf3	1238
ENSMUST00000021993.4	68	403	Uqcrb	335
ENSMUST00000021997.7	37	1494	Rsl1	1457
ENSMUST00000022007.7	56	604	1700001L19Rik	548
ENSMUST00000022009.9	265	768	Cetn3	503
ENSMUST00000022013.7	247	3534	Adcy2	3287
ENSMUST00000022019.3	16	450	Il9	434
ENSMUST00000022023.12	244	2832	Trpc7	2588
ENSMUST00000022028.5	384	935	1700067P10Rik	551
ENSMUST00000022032.6	72	1088	2210016F16Rik	1016
ENSMUST00000022036.13	71	2182	Slc28a3	2111
ENSMUST00000022038.14	171	2348	Naa35	2177
ENSMUST00000022039.6	107	1288	Golm1	1181
ENSMUST00000022040.13	123	3779	Agtpbp1	3656
ENSMUST00000022048.5	148	2052	Slc6a19	1904
ENSMUST00000022051.13	205	1590	Nkd2	1385
ENSMUST00000022053.10	204	1502	Trip13	1298
ENSMUST00000022057.8	96	752	Tppp	656
ENSMUST00000022059.13	110	2215	Ahrr	2105
ENSMUST00000022060.6	115	690	Pdcd6	575
ENSMUST00000022062.7	73	2067	Sdha	1994
ENSMUST00000022063.13	111	893	Ccdc127	782
ENSMUST00000022064.4	47	1579	Lrrc14b	1532
ENSMUST00000022075.5	237	2498	Pcsk1	2261
ENSMUST00000022078.11	336	2171	Rhobtb3	1835
ENSMUST00000022081.2	96	854	Spata9	758
ENSMUST00000022082.7	102	425	Glrx	323
ENSMUST00000022095.9	468	2015	Irx4	1547
ENSMUST00000022098.9	118	426	Mrpl36	308
ENSMUST00000022099.14	187	1791	Lpcat1	1604
ENSMUST00000022100.6	158	2017	Slc6a3	1859
ENSMUST00000022102.8	233	1852	Clptm1l	1619
ENSMUST00000022104.8	115	3483	Tert	3368
ENSMUST00000022108.8	1142	2212	Hapln1	1070
ENSMUST00000022115.13	123	1103	Xrcc4	980
ENSMUST00000022119.5	42	677	Atg10	635
ENSMUST00000022120.4	20	1690	Acot12	1670
ENSMUST00000022121.12	123	938	Zcchc9	815
ENSMUST00000022122.3	85	1344	Ckmt2	1259
ENSMUST00000022124.9	143	2128	Cd180	1985
ENSMUST00000022136.13	293	2359	Rad17	2066
ENSMUST00000022137.13	62	1729	Marveld2	1667
ENSMUST00000022140.11	223	1788	Ocln	1565
ENSMUST00000022142.6	210	4421	Naip1	4211
ENSMUST00000022145.14	212	400	Serf1	188
ENSMUST00000022147.14	43	909	Smn1	866
ENSMUST00000022148.6	126	1817	Mccc2	1691
ENSMUST00000022150.7	8	397	Cartpt	389
ENSMUST00000022153.7	37	1182	Ptcd2	1145
ENSMUST00000022163.14	218	832	Btf3	614
ENSMUST00000022164.15	332	1270	Ankra2	938
ENSMUST00000022169.9	97	1707	Hexb	1610
ENSMUST00000022172.11	187	2745	Polk	2558
ENSMUST00000022176.14	150	2813	Hmgcr	2663
ENSMUST00000022182.4	212	1321	F2rl2	1109
ENSMUST00000022185.9	101	1300	F2rl1	1199
ENSMUST00000022186.4	67	366	S100z	299
ENSMUST00000022189.8	295	2430	Aggf1	2135
ENSMUST00000022195.11	169	1146	Otp	977
ENSMUST00000022196.4	145	3462	Ap3b1	3317
ENSMUST00000022197.14	554	1570	Scamp1	1016
ENSMUST00000022203.9	47	988	Dimt1	941
ENSMUST00000022207.9	166	1011	Elovl7	845
ENSMUST00000022212.8	132	2180	Plk2	2048
ENSMUST00000022213.7	146	3037	Thbs4	2891
ENSMUST00000022217.8	210	4796	Zfyve16	4586
ENSMUST00000022218.5	534	1097	Dhfr	563
ENSMUST00000022224.15	265	1521	Trappc13	1256
ENSMUST00000022225.11	85	1809	Trim23	1724
ENSMUST00000022226.5	22	1962	Ppwd1	1940
ENSMUST00000022227.7	199	1119	Cenpk	920
ENSMUST00000022228.12	226	1635	Cwc27	1409
ENSMUST00000022230.14	178	639	Srek1ip1	461
ENSMUST00000022232.5	39	1796	Nt5el	1757
ENSMUST00000022235.5	616	1881	Htr1a	1265
ENSMUST00000022239.7	53	2728	Parp8	2675
ENSMUST00000022242.8	578	1570	Emb	992
ENSMUST00000022245.9	19	1347	Mrps30	1328
ENSMUST00000022246.8	686	1315	Fgf10	629
ENSMUST00000022256.4	102	1271	Psmd6	1169
ENSMUST00000022262.5	427	1794	Fezf2	1367
ENSMUST00000022264.12	717	5045	Ptprg	4328
ENSMUST00000022268.9	94	1173	Pdhb	1079
ENSMUST00000022269.6	242	913	Oit1	671
ENSMUST00000022271.13	141	2186	Acox2	2045
ENSMUST00000022272.13	247	960	Kctd6	713
ENSMUST00000022275.13	109	1989	Ankrd55	1880
ENSMUST00000022281.4	42	3164	Mtrex	3122
ENSMUST00000022282.5	36	665	Gpx8	629
ENSMUST00000022286.7	203	730	Ndufs4	527
ENSMUST00000022287.7	364	1398	Fst	1034
ENSMUST00000022292.9	77	1513	Samd8	1436
ENSMUST00000022293.13	425	1312	Vdac2	887
ENSMUST00000022296.6	207	788	Ube2e1	581
ENSMUST00000022304.9	349	1776	Thrb	1427
ENSMUST00000022310.6	88	2043	Ngly1	1955
ENSMUST00000022311.11	364	1743	Oxsm	1379
ENSMUST00000022314.9	75	821	Sftpa1	746
ENSMUST00000022316.5	215	634	Dydc2	419
ENSMUST00000022322.16	172	1848	Glud1	1676
ENSMUST00000022325.2	67	480	9230112D13Rik	413
ENSMUST00000022327.12	91	2262	Ldb3	2171
ENSMUST00000022331.2	185	1750	Opn4	1565
ENSMUST00000022337.10	205	2784	Cdhr1	2579
ENSMUST00000022338.6	38	913	Rgr	875
ENSMUST00000022340.4	74	4285	Nid2	4211
ENSMUST00000022341.6	96	830	Rtraf	734
ENSMUST00000022343.5	82	1140	Nudt13	1058
ENSMUST00000022344.3	335	2260	Ecd	1925
ENSMUST00000022345.6	128	907	Dnajc9	779
ENSMUST00000022353.4	292	1632	Mss51	1340
ENSMUST00000022356.11	825	5591	Usp54	4766
ENSMUST00000022358.8	298	5796	Zswim8	5498
ENSMUST00000022368.3	106	1407	Plau	1301
ENSMUST00000022369.8	124	3324	Vcl	3200
ENSMUST00000022378.8	83	1477	Ero1l	1394
ENSMUST00000022380.8	61	1230	Psmc6	1169
ENSMUST00000022386.14	738	2873	Samd4	2135
ENSMUST00000022391.13	32	4015	Ktn1	3983
ENSMUST00000022398.14	188	1099	ccdc198	911
ENSMUST00000022416.14	149	1660	Anxa11	1511
ENSMUST00000022419.6	63	683	Ppif	620
ENSMUST00000022424.7	39	776	Rnase10	737
ENSMUST00000022428.12	192	638	Rnase4	446
ENSMUST00000022429.8	347	889	Arf4	542
ENSMUST00000022433.11	58	11940	Dnah12	11882
ENSMUST00000022437.15	87	1832	Hacl1	1745
ENSMUST00000022438.11	1	2574	Vmn2r88	2573
ENSMUST00000022446.6	871	1677	Eaf1	806
ENSMUST00000022450.5	236	4732	Tasor	4496
ENSMUST00000022451.13	245	2686	Capn7	2441
ENSMUST00000022458.10	169	2355	Bap1	2186
ENSMUST00000022459.4	683	1606	Phf7	923
ENSMUST00000022460.10	505	2421	Galnt15	1916
ENSMUST00000022461.10	93	341	Dph3	248
ENSMUST00000022462.13	650	1585	Oxnad1	935
ENSMUST00000022464.13	50	391	Msmb	341
ENSMUST00000022469.12	140	4921	Nisch	4781
ENSMUST00000022470.14	298	3183	Parg	2885
ENSMUST00000022476.8	587	1702	Glt8d1	1115
ENSMUST00000022480.7	169	3258	Ogdhl	3089
ENSMUST00000022494.9	50	670	Ebpl	620
ENSMUST00000022496.8	84	1649	Kpna3	1565
ENSMUST00000022497.14	261	851	Spryd7	590
ENSMUST00000022499.12	49	975	Rnaseh2b	926
ENSMUST00000022501.9	92	2566	Gucy1b2	2474
ENSMUST00000022504.11	179	1462	Mapk8	1283
ENSMUST00000022507.12	158	1729	Pspc1	1571
ENSMUST00000022508.7	282	1562	Ptpn20	1280
ENSMUST00000022511.9	50	4180	Zmym2	4130
ENSMUST00000022517.8	82	1041	Cryl1	959
ENSMUST00000022518.7	17	691	Eef1akmt1	674
ENSMUST00000022519.14	76	1059	Anxa8	983
ENSMUST00000022521.12	1	2103	Prkcd	2102
ENSMUST00000022522.14	400	1521	Tdh	1121
ENSMUST00000022528.5	66	1064	Pinx1	998
ENSMUST00000022529.7	144	2015	Tkt	1871
ENSMUST00000022531.13	437	3565	Lats2	3128
ENSMUST00000022532.5	34	930	4930578I06Rik	896
ENSMUST00000022535.8	11	1819	Dcp1a	1808
ENSMUST00000022536.2	52	1287	Ska3	1235
ENSMUST00000022537.5	77	1042	Prss52	965
ENSMUST00000022538.4	98	406	Mrpl57	308
ENSMUST00000022543.9	24	1322	Micu2	1298
ENSMUST00000022545.13	371	997	Fgf9	626
ENSMUST00000022548.9	47	703	1700129C05Rik	656
ENSMUST00000022550.7	665	3424	Extl3	2759
ENSMUST00000022551.13	456	2051	Rcbtb1	1595
ENSMUST00000022553.5	286	1299	Cab39l	1013
ENSMUST00000022561.8	556	2574	Amer2	2018
ENSMUST00000022566.13	278	4012	Spata13	3734
ENSMUST00000022567.8	98	3373	Cacna2d3	3275
ENSMUST00000022574.4	158	2074	Lrrc63	1916
ENSMUST00000022576.9	69	1337	Cpb2	1268
ENSMUST00000022580.7	181	1056	Slc25a30	875
ENSMUST00000022585.4	57	1097	Gpalpp1	1040
ENSMUST00000022586.1	43	1497	Nufip1	1454
ENSMUST00000022591.15	248	1192	Epsti1	944
ENSMUST00000022592.7	155	1105	Tnfsf11	950
ENSMUST00000022595.7	149	562	Rgcc	413
ENSMUST00000022597.14	164	2758	Naa16	2594
ENSMUST00000022599.13	111	3626	Diaph3	3515
ENSMUST00000022600.3	382	1722	Mtrf1	1340
ENSMUST00000022601.6	589	1719	Wbp4	1130
ENSMUST00000022609.6	76	1776	Elp3	1700
ENSMUST00000022610.14	351	1826	Scara5	1475
ENSMUST00000022612.9	319	1311	Pbk	992
ENSMUST00000022613.9	207	1985	Esco2	1778
ENSMUST00000022614.6	156	782	Ccdc25	626
ENSMUST00000022616.13	234	1580	Clu	1346
ENSMUST00000022618.5	12	2219	Adam2	2207
ENSMUST00000022620.10	144	1682	Chrna2	1538
ENSMUST00000022622.13	208	3237	Ptk2b	3029
ENSMUST00000022623.12	40	1590	Trim35	1550
ENSMUST00000022629.8	321	2039	Dpysl2	1718
ENSMUST00000022634.8	94	750	Bnip3l	656
ENSMUST00000022637.13	970	2697	Ebf2	1727
ENSMUST00000022638.5	34	2580	Nefm	2546
ENSMUST00000022639.7	101	1732	Nefl	1631
ENSMUST00000022640.7	15	2384	Adam7	2369
ENSMUST00000022641.8	50	1453	Adamdec1	1403
ENSMUST00000022642.5	153	2534	Adam28	2381
ENSMUST00000022646.8	68	781	Nkx3-1	713
ENSMUST00000022650.8	245	2515	Pibf1	2270
ENSMUST00000022656.7	320	1897	Bora	1577
ENSMUST00000022660.13	271	2601	Loxl2	2330
ENSMUST00000022663.6	189	1334	Tnfrsf10b	1145
ENSMUST00000022665.3	611	2797	Rhobtb2	2186
ENSMUST00000022666.8	786	3041	Klhl1	2255
ENSMUST00000022678.4	175	903	Pebp4	728
ENSMUST00000022680.8	85	846	Bin3	761
ENSMUST00000022681.10	76	1125	Pdlim2	1049
ENSMUST00000022682.5	11	2212	Sorbs3	2201
ENSMUST00000022688.9	260	1729	Slc39a14	1469
ENSMUST00000022690.9	50	2284	Fam160b2	2234
ENSMUST00000022692.4	39	620	Sftpc	581
ENSMUST00000022693.8	152	3127	Bmp1	2975
ENSMUST00000022694.16	723	1940	Dmtn	1217
ENSMUST00000022697.6	512	1162	Fgf17	650
ENSMUST00000022698.7	135	1373	Dok2	1238
ENSMUST00000022699.9	736	2130	Gfra2	1394
ENSMUST00000022701.6	182	2947	Rb1	2765
ENSMUST00000022702.12	222	1877	Rcbtb2	1655
ENSMUST00000022704.8	164	964	Itm2b	800
ENSMUST00000022705.6	37	849	Med4	812
ENSMUST00000022706.6	43	1434	Sucla2	1391
ENSMUST00000022708.6	713	1414	Trim52	701
ENSMUST00000022709.5	284	1231	Spry2	947
ENSMUST00000022716.3	21	2189	Rnf219	2168
ENSMUST00000022718.10	338	1666	Ednrb	1328
ENSMUST00000022720.14	395	1681	Fbxl3	1286
ENSMUST00000022721.7	131	1156	Cln5	1025
ENSMUST00000022722.6	92	1558	Acod1	1466
ENSMUST00000022725.3	408	1961	Dct	1553
ENSMUST00000022727.9	19	1086	Tgds	1067
ENSMUST00000022728.3	36	1361	Gpr180	1325
ENSMUST00000022734.8	114	1628	Dnajc3	1514
ENSMUST00000022744.4	209	931	Gdnf	722
ENSMUST00000022746.12	782	3697	Osmr	2915
ENSMUST00000022751.14	211	999	Ttc33	788
ENSMUST00000022757.4	61	807	Gzmf	746
ENSMUST00000022765.13	305	955	Rab2b	650
ENSMUST00000022766.7	351	2210	Tox4	1859
ENSMUST00000022767.15	142	1884	Mettl3	1742
ENSMUST00000022781.7	263	604	Dad1	341
ENSMUST00000022782.9	439	2580	Lrp10	2141
ENSMUST00000022784.8	207	1298	Haus4	1091
ENSMUST00000022786.5	427	2052	4931414P19Rik	1625
ENSMUST00000022787.7	604	2199	Slc7a8	1595
ENSMUST00000022791.8	150	1307	Fbxo4	1157
ENSMUST00000022793.14	152	4168	Acin1	4016
ENSMUST00000022803.5	32	826	Psmb5	794
ENSMUST00000022806.9	227	808	Bcl2l2	581
ENSMUST00000022813.7	460	2142	Efs	1682
ENSMUST00000022815.9	124	1071	Ngdn	947
ENSMUST00000022816.14	110	493	Sub1	383
ENSMUST00000022819.12	1117	3003	Jph4	1886
ENSMUST00000022820.11	233	1081	Dhrs2	848
ENSMUST00000022821.7	146	985	Dhrs4	839
ENSMUST00000022826.6	66	944	Fitm1	878
ENSMUST00000022828.8	194	814	Emc9	620
ENSMUST00000022830.13	230	1690	Ripk3	1460
ENSMUST00000022831.4	214	2229	Khnyn	2015
ENSMUST00000022834.6	91	873	Cma1	782
ENSMUST00000022836.5	29	769	Mcpt1	740
ENSMUST00000022842.15	100	1725	Cct5	1625
ENSMUST00000022849.6	127	2295	Tars	2168
ENSMUST00000022855.11	55	1116	Brix1	1061
ENSMUST00000022856.14	314	1156	Rad1	842
ENSMUST00000022857.13	19	1395	Ttc23l	1376
ENSMUST00000022858.7	19	1644	Agxt2	1625
ENSMUST00000022861.8	126	1697	Ugt3a1	1571
ENSMUST00000022865.16	318	2057	Mtdh	1739
ENSMUST00000022867.4	297	980	Laptm4b	683
ENSMUST00000022871.6	524	1132	Sdc2	608
ENSMUST00000022875.6	328	1806	Ank	1478
ENSMUST00000022881.14	165	1607	Retreg1	1442
ENSMUST00000022890.9	319	2841	Rnf19a	2522
ENSMUST00000022894.13	603	1340	Ywhaz	737
ENSMUST00000022895.14	352	2229	Grhl2	1877
ENSMUST00000022897.1	65	463	4930447A16Rik	398
ENSMUST00000022901.15	213	1268	Rrm2b	1055
ENSMUST00000022904.7	184	1332	Atp6v1c1	1148
ENSMUST00000022906.7	320	2449	Fzd6	2129
ENSMUST00000022908.9	216	1166	Slc25a32	950
ENSMUST00000022909.9	118	1455	Dcaf13	1337
ENSMUST00000022913.5	50	1462	Dcstamp	1412
ENSMUST00000022915.10	106	1665	Dpys	1559
ENSMUST00000022916.12	107	2683	Lrp12	2576
ENSMUST00000022921.6	517	2013	Angpt1	1496
ENSMUST00000022925.9	67	1125	Eif3h	1058
ENSMUST00000022927.10	233	2140	Rad21	1907
ENSMUST00000022945.8	32	2038	Shcbp1	2006
ENSMUST00000022946.5	139	546	Rida	407
ENSMUST00000022953.9	190	4401	Fam135b	4211
ENSMUST00000022954.6	327	1367	Khdrbs3	1040
ENSMUST00000022960.3	28	1365	Eif3e	1337
ENSMUST00000022962.7	58	951	Emc2	893
ENSMUST00000022964.8	368	1009	Ebag9	641
ENSMUST00000022967.6	188	1699	Kcnv1	1511
ENSMUST00000022971.7	532	1896	Myc	1364
ENSMUST00000022976.5	248	3727	Washc5	3479
ENSMUST00000022977.13	765	2483	Sqle	1718
ENSMUST00000022980.4	83	622	Ndufb9	539
ENSMUST00000022985.1	213	1958	Klhl38	1745
ENSMUST00000022986.7	322	1389	Fbxo32	1067
ENSMUST00000022992.12	117	3107	Tbc1d31	2990
ENSMUST00000022993.6	154	909	Derl1	755
ENSMUST00000022995.12	86	1750	Slc22a22	1664
ENSMUST00000022998.13	213	2897	Mtbp	2684
ENSMUST00000023006.6	127	1548	Lrrc6	1421
ENSMUST00000023007.6	1192	4941	Adcy8	3749
ENSMUST00000023008.15	231	3674	Asap1	3443
ENSMUST00000023015.14	347	1417	Wnt7b	1070
ENSMUST00000023019.11	58	1311	Trmu	1253
ENSMUST00000023024.7	157	1062	Tef	905
ENSMUST00000023036.6	78	404	Rbx1	326
ENSMUST00000023040.8	83	1006	Slc25a17	923
ENSMUST00000023043.9	59	1513	Adsl	1454
ENSMUST00000023044.6	71	1558	Fam83f	1487
ENSMUST00000023048.11	521	1912	Mief1	1391
ENSMUST00000023050.8	30	1538	Tab1	1508
ENSMUST00000023057.9	184	1665	Nptxr	1481
ENSMUST00000023061.6	1003	1611	Josd1	608
ENSMUST00000023062.4	32	460	Tomm22	428
ENSMUST00000023064.8	172	555	Cby1	383
ENSMUST00000023065.7	181	1203	Dmc1	1022
ENSMUST00000023067.3	190	1323	Ribc2	1133
ENSMUST00000023068.7	28	3774	Smc1b	3746
ENSMUST00000023069.8	166	1239	Fam118a	1073
ENSMUST00000023070.6	80	943	Upk3a	863
ENSMUST00000023071.7	124	1533	Samm50	1409
ENSMUST00000023072.6	30	1127	Parvb	1097
ENSMUST00000023075.8	103	897	C1qtnf6	794
ENSMUST00000023083.8	247	1749	Cyp2d22	1502
ENSMUST00000023085.6	95	490	Ndufa6	395
ENSMUST00000023086.14	131	454	Smdt1	323
ENSMUST00000023087.12	104	1156	Twf1	1052
ENSMUST00000023088.7	137	1384	Naga	1247
ENSMUST00000023089.4	54	1133	Wbp2nl	1079
ENSMUST00000023099.7	411	1925	Slc38a2	1514
ENSMUST00000023100.7	223	3615	Srebf2	3392
ENSMUST00000023101.9	122	1765	Slc38a4	1643
ENSMUST00000023104.6	92	2074	Rpap3	1982
ENSMUST00000023105.4	10	1374	Endou	1364
ENSMUST00000023112.11	130	918	Pmm1	788
ENSMUST00000023113.6	345	959	Polr3h	614
ENSMUST00000023116.6	205	2547	Aco2	2342
ENSMUST00000023117.9	48	380	Phf5a	332
ENSMUST00000023119.14	155	1423	Vdr	1268
ENSMUST00000023123.14	203	4666	Col2a1	4463
ENSMUST00000023128.7	238	3399	Itga5	3161
ENSMUST00000023132.4	353	1960	Pde1b	1607
ENSMUST00000023133.7	126	641	Ppp1r1a	515
ENSMUST00000023134.4	51	506	Glycam1	455
ENSMUST00000023140.5	142	699	Tnfrsf17	557
ENSMUST00000023143.13	82	567	Litaf	485
ENSMUST00000023144.5	156	311	Prm1	155
ENSMUST00000023146.4	30	992	Nubp1	962
ENSMUST00000023150.6	361	1188	1810013L24Rik	827
ENSMUST00000023151.5	329	2452	Bcl6	2123
ENSMUST00000023154.2	216	851	Cldn1	635
ENSMUST00000023157.5	57	2024	Anks3	1967
ENSMUST00000023159.9	138	1808	Mgrn1	1670
ENSMUST00000023161.7	23	2755	Srl	2732
ENSMUST00000023165.8	775	8100	Crebbp	7325
ENSMUST00000023171.7	252	1100	Hes1	848
ENSMUST00000023176.4	283	2325	Zfp263	2042
ENSMUST00000023179.6	137	2194	Zfp7	2057
ENSMUST00000023191.16	21	950	Rogdi	929
ENSMUST00000023203.5	126	1616	Gpt	1490
ENSMUST00000023206.13	252	3005	Ercc4	2753
ENSMUST00000023210.7	42	1019	Cyc1	977
ENSMUST00000023211.15	434	1576	Sharpin	1142
ENSMUST00000023212.14	405	1181	Maf1	776
ENSMUST00000023213.7	59	1240	Hgh1	1181
ENSMUST00000023214.10	171	1667	Dgat1	1496
ENSMUST00000023217.10	57	2255	Bop1	2198
ENSMUST00000023219.8	20	1627	Fbxl6	1607
ENSMUST00000023220.9	455	1807	Slc52a2	1352
ENSMUST00000023221.12	160	2025	Gpaa1	1865
ENSMUST00000023222.12	72	3938	Oplah	3866
ENSMUST00000023225.7	150	1187	Grina	1037
ENSMUST00000023237.7	240	1856	Naprt	1616
ENSMUST00000023238.5	160	1623	Gsdmd	1463
ENSMUST00000023243.10	50	736	Gpihbp1	686
ENSMUST00000023247.12	89	493	Ly6f	404
ENSMUST00000023248.12	31	435	Ly6a	404
ENSMUST00000023250.10	372	776	Ly6i	404
ENSMUST00000023259.14	294	644	Lynx1	350
ENSMUST00000023260.4	43	426	Lypd2	383
ENSMUST00000023262.5	971	1285	Gm9747	314
ENSMUST00000023265.4	17	388	Psca	371
ENSMUST00000023268.13	197	1387	Arc	1190
ENSMUST00000023269.4	160	633	Rpl24	473
ENSMUST00000023270.13	61	2631	Cep97	2570
ENSMUST00000023271.7	550	3501	Mroh4	2951
ENSMUST00000023282.8	106	963	Miox	857
ENSMUST00000023283.5	211	2319	Lmf2	2108
ENSMUST00000023285.4	65	1480	Tymp	1415
ENSMUST00000023289.12	300	1484	Chkb	1184
ENSMUST00000023291.5	309	2801	Mapk8ip2	2492
ENSMUST00000023294.14	152	823	Rabl2	671
ENSMUST00000023295.2	37	1347	Acr	1310
ENSMUST00000023312.13	1610	3361	Alcam	1751
ENSMUST00000023328.7	242	559	Retnlb	317
ENSMUST00000023329.6	22	438	Retnla	416
ENSMUST00000023330.7	105	2957	Morc1	2852
ENSMUST00000023334.14	194	1843	Nectin3	1649
ENSMUST00000023336.9	160	1968	Cd96	1808
ENSMUST00000023343.3	316	1260	Atg3	944
ENSMUST00000023344.9	346	1659	Slc35a5	1313
ENSMUST00000023351.10	425	904	Mzt2	479
ENSMUST00000023352.8	1	12387	Prkdc	12386
ENSMUST00000023353.3	221	2809	Mcm4	2588
ENSMUST00000023356.7	123	932	Snai2	809
ENSMUST00000023357.13	55	579	Fopnl	524
ENSMUST00000023359.12	136	1170	Nde1	1034
ENSMUST00000023360.13	50	634	Mpv17l	584
ENSMUST00000023361.11	193	2562	Pdxdc1	2369
ENSMUST00000023362.14	106	1038	Ntan1	932
ENSMUST00000023363.7	45	2015	Rrn3	1970
ENSMUST00000023364.6	573	1028	Pla2g10	455
ENSMUST00000023365.12	296	1648	Bfar	1352
ENSMUST00000023391.15	340	960	Mrpl40	620
ENSMUST00000023393.14	67	2175	Gbe1	2108
ENSMUST00000023396.9	102	830	Pmm2	728
ENSMUST00000023400.3	485	1153	Tmem114	668
ENSMUST00000023407.11	200	1597	Riox2	1397
ENSMUST00000023426.11	194	955	Cldnd1	761
ENSMUST00000023432.9	46	876	Nit2	830
ENSMUST00000023434.14	1945	2973	Tmem30c	1028
